index,cntr_01,dist_x,pang_x,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
2352,2353,0.03887,-81.2397,245.892875,8.8518055556,J162334.28+085106.5,245.8928642,8.8518072,0.0509,0.0502,-0.009,13.373,0.026,42.3,2.287,13.342,0.03,35.7,0.9156,12.013,,1.7,0.9015,9.126,,-1.0,0.9934,1,0,0.0,0.0,0.0,0.006,-38,77,73,81,0000,0,00nn,AAUU,0000,32,32,32,32,0,15,0,15
2354,2355,0.187846,-62.533633,246.01333333,25.117833333,J162403.18+250704.2,246.0132822,25.1178574,0.048,0.0474,-0.0087,13.563,0.083,13.1,1.287,13.516,0.028,38.1,1.278,11.044,0.106,10.3,1.049,8.615,,1.2,1.036,1,0,0.011,0.0,0.0,0.0,-77,75,-30,81,0000,4,000n,AAAU,0000,42,42,42,42,9,15,0,15
2355,2356,0.208216,57.615583,246.26004167,11.997972222,J162502.42+115952.8,246.2600916,11.9980032,0.068,0.0649,0.0279,14.172,0.031,34.8,1.487,13.969,0.041,26.3,1.0,11.08,0.135,8.0,0.9998,7.562,0.176,6.2,1.26,2,1,0.005,0.0,0.0,0.003,-428,153,-220,142,0000,4,nnnn,AABB,0000,32,32,32,32,4,17,4,17
2356,2357,0.189117,-71.732324,246.262125,12.002833333,J162502.89+120010.2,246.262074,12.0028498,0.0451,0.045,-0.0046,13.541,0.026,42.3,2.7,13.224,0.028,38.2,1.072,9.224,0.029,36.8,1.177,6.799,0.059,18.4,1.133,1,0,0.008,0.0,0.0,0.002,-149,69,-265,75,0000,0,0000,AAAA,0000,32,32,32,32,17,17,17,17
2357,2358,,,246.61691667,24.027027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,2359,0.167125,-151.823482,246.619625,24.025722222,J162628.70+240132.4,246.619601,24.0256813,0.0412,0.0395,-0.0092,12.41,0.121,9.0,2.032,12.591,0.024,45.5,4.13,10.327,0.067,16.1,1.254,9.003,0.49,2.2,1.002,1,0,0.02,0.001,0.0,0.003,0,56,0,57,0000,5,411n,BAAC,0000,46,46,45,45,13,13,0,14
2359,2360,0.264018,-112.896324,246.629,25.894583333,J162630.94+255340.3,246.6289249,25.8945548,0.0237,0.0229,0.002,11.267,0.039,27.6,14.55,11.42,0.019,56.3,71.81,8.883,0.03,36.0,1.48,7.179,0.083,13.2,1.013,1,0,0.015,0.002,0.0,0.0,261,28,-209,30,0000,1,4400,AAAA,0000,50,50,50,50,17,17,16,17
2360,2361,0.084721,-30.815956,246.639,25.882388889,J162633.35+255256.6,246.6389866,25.8824091,0.0395,0.0383,-0.0078,12.251,0.12,9.1,4.111,12.421,0.023,48.0,2.786,11.528,0.168,6.5,1.025,8.911,,0.5,0.9256,1,0,0.023,0.0,0.0,0.0,-112,94,-157,64,0000,5,10nn,BABU,0000,49,49,49,49,2,17,0,17
2361,2362,0.437667,97.837216,246.67054167,14.378777778,J162640.95+142243.5,246.670666,14.3787612,0.0545,0.045,-0.023,13.247,0.032,33.6,1.618,12.646,0.031,35.1,0.9717,9.167,0.04,27.3,0.9864,6.548,0.112,9.7,0.995,2,1,0.0,0.0,0.0,0.0,-318,53,40,56,0000,0,nnnn,AAAB,0000,30,30,30,30,14,14,10,14
2362,2363,0.070139,104.566401,246.68545833,14.38075,J162644.51+142250.6,246.6854778,14.3807451,0.0428,0.0417,-0.0088,12.661,0.024,45.9,13.83,12.662,0.024,45.7,3.008,10.587,0.092,11.8,1.09,9.039,0.526,2.1,0.9717,1,0,0.0,0.0,0.0,0.0,28,66,107,68,0000,5,000n,AAAC,0000,29,29,29,29,11,13,0,13
2363,2364,0.144121,86.929418,246.82625,21.615055556,J162718.31+213654.2,246.826293,21.6150577,0.063,0.0642,-0.0034,14.398,0.097,11.2,1.015,14.296,0.044,24.5,0.9435,12.359,0.406,2.7,0.906,8.969,,-0.7,0.8723,1,0,0.016,0.0,0.0,0.0,-295,133,-249,145,0000,0,11nn,AACU,0000,31,32,32,32,1,14,0,14
2364,2365,0.125518,109.626495,246.83279167,21.650861111,J162719.87+213903.0,246.832827,21.6508494,0.0358,0.0337,-0.0052,11.297,0.173,6.3,10.47,11.633,0.021,52.4,6.671,9.7,0.049,22.3,1.357,8.537,0.354,3.1,0.8501,1,0,0.021,0.001,0.0,0.0,-198,42,99,42,hh00,5,311n,BAAB,0000,32,32,32,32,12,12,0,12
2365,2366,,,246.89633333,46.661611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,2367,0.328193,-38.580156,246.90120833,46.659583333,J162736.27+463934.7,246.9011255,46.6596546,0.0391,0.0388,-0.0062,13.095,0.023,46.3,6.907,12.899,0.023,46.8,2.06,9.761,0.03,36.1,1.245,8.177,0.128,8.5,1.019,1,0,0.0,0.0,0.0,0.001,-71,43,-118,47,0000,5,011n,AAAB,0000,73,73,73,73,69,69,4,69
2367,2368,0.155999,142.789007,247.00954167,14.213361111,J162802.29+141247.9,247.0095687,14.2133266,0.0422,0.0407,-0.0077,12.371,0.023,46.3,15.06,12.308,0.024,45.0,3.591,9.83,0.052,20.9,1.298,8.163,0.263,4.1,0.9778,1,0,0.0,0.0,0.0,0.0,138,67,-1,68,0000,5,100n,AAAB,0000,28,28,28,28,12,12,1,12
2368,2369,0.050808,-71.834712,247.02020833,14.21025,J162804.84+141236.9,247.0201945,14.2102544,0.0606,0.0622,-0.012,14.155,0.028,38.5,3.446,14.018,0.04,27.3,1.182,10.903,0.128,8.5,0.96,8.136,0.269,4.0,0.9626,1,0,0.0,0.002,0.0,0.0,0,160,0,165,0000,1,000n,AABB,0000,28,28,28,28,6,12,0,12
2369,2370,0.195056,33.698695,247.03341667,42.283222222,J162808.02+421659.7,247.0334573,42.2832673,0.0405,0.0391,-0.0084,12.148,0.023,48.1,14.12,12.171,0.023,47.5,3.488,11.477,0.161,6.7,0.9703,9.238,,-0.5,0.9695,1,0,0.0,0.0,0.0,0.0,33,44,-44,44,h000,5,00nn,AABU,0000,45,45,45,45,5,18,0,18
2370,2371,0.128252,-30.133405,247.04854167,42.264138889,J162811.64+421551.0,247.0485175,42.2641697,0.0588,0.0607,-0.0094,14.347,0.028,39.3,1.21,14.293,0.039,28.0,0.9866,12.146,0.284,3.8,1.044,9.227,,0.1,0.9242,1,0,0.0,0.001,0.0,0.0,-79,124,-235,135,h0H0,0,00nn,AABU,0000,44,44,44,44,1,18,0,18
2371,2372,0.214014,25.849597,247.21691667,42.812,J162852.06+424843.3,247.216952,42.8120535,0.0405,0.0395,-0.0089,12.138,0.023,47.8,36.38,12.153,0.023,46.9,9.52,10.17,0.051,21.2,1.517,8.16,0.176,6.2,0.9828,1,0,0.0,0.0,0.0,0.0,0,52,0,50,0000,5,110n,AAAB,0000,51,51,51,51,22,22,3,22
2372,2373,0.052863,-124.839824,247.24333333,42.828138889,J162858.39+424941.2,247.2433169,42.8281305,0.04,0.0388,-0.0089,12.27,0.022,48.4,4.448,12.301,0.022,48.8,1.48,10.851,0.084,13.0,1.023,9.229,0.512,2.1,1.001,1,0,0.0,0.0,0.0,0.0,46,45,31,45,0000,5,011n,AAAC,0000,50,50,50,50,15,21,1,21
2373,2374,1.638947,-116.771597,247.2775,11.708666667,J162906.50+114230.4,247.2770849,11.7084616,0.0826,0.0692,0.0297,14.349,0.033,32.4,1.833,14.252,0.047,22.9,1.019,11.443,0.196,5.6,1.029,8.084,,1.4,0.9025,2,1,0.0,0.0,0.0,0.0,169,139,-394,140,0000,4,nnnn,AABU,0000,29,29,29,29,2,15,0,15
2374,2375,0.038312,-57.827283,247.280375,11.725333333,J162907.28+114331.2,247.2803658,11.725339,0.0488,0.0476,-0.0074,13.382,0.024,44.6,3.194,13.314,0.029,37.0,1.028,11.053,0.115,9.4,0.9765,8.582,,1.4,1.058,1,0,0.0,0.0,0.0,0.0,-173,93,-143,93,0000,1,110n,AABU,0000,29,29,29,29,7,14,0,14
2375,2376,0.107244,-108.822061,247.28725,11.746611111,J162908.93+114447.7,247.2872212,11.7466015,0.0412,0.0385,-0.0062,11.862,0.023,47.6,17.53,11.85,0.022,48.6,4.739,10.158,0.069,15.7,1.002,8.463,0.293,3.7,1.275,1,0,0.0,0.0,0.0,0.0,-76,52,-80,51,0000,5,110n,AAAB,0000,28,28,28,28,13,13,1,13
2376,2377,0.260016,70.423981,247.76133333,39.7925,J163102.74+394733.0,247.7614219,39.7925242,0.0373,0.0357,-0.0089,11.173,0.023,48.0,38.14,11.237,0.02,54.1,14.37,10.684,0.082,13.2,1.142,8.372,,1.7,0.8476,1,0,0.0,0.0,0.0,0.0,193,40,-13,38,0000,5,210n,AAAU,0000,48,48,47,47,17,20,1,20
2377,2378,0.249355,-22.096866,247.76420833,39.838472222,J163103.40+395018.7,247.7641744,39.8385364,0.0393,0.0367,-0.0073,11.758,0.023,47.3,25.43,11.791,0.022,50.2,7.976,9.872,0.044,24.7,1.796,7.89,0.171,6.4,0.891,1,0,0.001,0.0,0.0,0.0,29,77,47,80,0000,5,000n,AAAB,0000,44,44,44,44,19,19,5,19
2379,2380,0.074825,137.356624,247.85925,20.168638889,J163126.22+201007.0,247.859265,20.1686236,0.0569,0.0628,0.0094,14.016,0.028,39.3,1.285,13.808,0.035,31.1,1.022,11.664,0.222,4.9,0.9708,8.925,,-2.5,0.9326,2,1,0.0,0.0,0.0,0.0,,,,,dh00,0,nnnn,AABU,0000,29,29,29,29,1,15,0,15
2380,2381,0.361754,168.522182,247.91008333,33.813777778,J163138.42+334849.2,247.9101074,33.8136793,0.0421,0.042,-0.0086,12.985,0.272,4.0,5.724,13.033,0.025,43.5,1.795,11.85,0.253,4.3,0.7635,8.874,,0.8,1.023,1,0,0.011,0.001,0.0,0.0,-132,61,-177,66,0000,1,10nn,BABU,0000,38,38,38,38,0,15,0,15
2381,2382,1.463731,17.30955,247.9105,33.811222222,J163138.55+334841.7,247.9106456,33.8116104,0.0509,0.0551,-0.0111,13.984,0.308,3.5,5.781,13.842,0.034,32.2,1.877,11.102,0.133,8.2,1.032,8.743,,1.2,1.019,1,0,0.012,0.0,0.0,0.0,-933,139,1264,135,0000,1,74nn,BABU,0000,38,38,38,38,5,15,0,15
2382,2383,0.031069,113.281779,248.06275,22.809861111,J163215.06+224835.4,248.0627586,22.8098577,0.0431,0.0433,-0.008,12.815,0.184,5.9,3.134,12.937,0.027,39.8,3.053,10.654,0.088,12.3,1.117,8.464,,1.2,1.002,1,0,0.019,0.0,0.0,0.0,36,64,-245,68,dd00,5,100n,BAAU,0000,33,33,33,33,14,14,0,14
2383,2384,0.308321,-140.41016,248.0715,22.78525,J163217.14+224706.6,248.0714408,22.785184,0.0487,0.0484,-0.0073,13.406,0.281,3.9,24.01,13.452,0.031,35.3,1.373,11.248,0.149,7.3,0.8526,8.496,,1.2,0.8203,1,0,0.018,0.004,0.0,0.0,249,84,118,90,0000,5,10nn,BABU,0000,32,32,32,32,2,14,0,14
2384,2385,0.083418,-134.20371,248.25354167,11.752805556,J163300.84+114510.0,248.2535247,11.7527894,0.0474,0.0457,-0.0101,13.0,0.025,43.3,2.6,12.978,0.027,40.4,1.119,11.77,0.24,4.5,0.891,8.697,,0.9,0.9953,1,0,0.0,0.0,0.0,0.0,27,68,78,71,0000,0,00nn,AABU,0000,30,30,29,29,1,14,0,15
2385,2386,0.092991,-8.866895,248.26954167,11.742027778,J163304.68+114431.3,248.2695376,11.7420533,0.0462,0.0446,-0.0083,13.053,0.025,43.9,2.073,12.915,0.027,39.6,0.9541,10.1,0.057,19.0,0.9163,7.896,0.213,5.1,0.7986,1,0,0.0,0.0,0.0,0.0,22,146,-17,104,0000,0,110n,AAAB,0000,27,27,27,27,13,13,0,13
2386,2387,,,248.27220833,11.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,2388,1.4182,-125.272277,248.41316667,39.257638889,J163339.06+391526.6,248.4127513,39.2574114,0.0666,0.0528,0.033,12.704,0.032,33.7,3.889,12.706,0.035,30.8,1.282,10.905,0.115,9.5,0.9939,8.411,,1.0,1.083,2,1,0.001,0.0,0.0,0.0,387,60,88,56,0000,5,nnnn,AABU,0000,42,42,42,42,7,18,0,18
2388,2389,0.271182,28.886777,248.45675,39.263194444,J163349.63+391547.7,248.456797,39.2632604,0.0319,0.0317,-0.0033,11.4,0.022,49.3,41.08,11.281,0.021,52.2,15.23,7.798,0.017,62.9,13.05,5.949,0.041,26.6,1.242,1,0,0.001,0.0,0.0,0.0,61,32,92,32,0000,5,1110,AAAA,0000,46,46,46,46,21,21,21,21
2390,2391,0.064319,-99.269164,248.72575,28.685777778,J163454.17+284108.7,248.7257299,28.6857749,0.0506,0.0515,-0.0076,13.945,0.025,43.0,1.876,13.854,0.033,33.2,0.8922,11.071,0.117,9.3,0.9281,9.227,0.5,2.2,0.8364,1,0,0.009,0.001,0.0,0.0,83,126,-2,127,0000,0,00nn,AABC,0000,41,41,41,41,6,16,0,16
2391,2392,0.398996,48.557971,248.80745833,26.413194444,J163513.81+262447.7,248.8075511,26.4132678,0.0505,0.0501,-0.0034,13.631,0.08,13.5,1.095,13.598,0.032,34.2,1.069,12.172,0.354,3.1,0.7786,8.84,,0.8,0.9689,1,0,0.009,0.007,0.0,0.0,77,85,-79,88,0000,0,01nn,AABU,0000,36,36,36,36,1,17,0,17
2392,2393,0.207732,-19.711116,248.81545833,26.428027778,J163515.70+262541.0,248.8154366,26.4280821,0.048,0.0471,-0.0053,13.241,0.026,41.4,4.6,13.133,0.027,40.4,1.331,11.149,0.114,9.5,0.9929,8.585,,1.6,1.049,1,0,0.008,0.001,0.0,0.0,136,72,-22,74,0d00,1,11nn,AABU,0000,36,36,36,36,6,17,0,17
2393,2394,0.698767,10.493592,249.22629167,36.423444444,J163654.32+362525.0,249.2263356,36.4236353,0.0332,0.0325,-0.0052,10.753,0.171,6.4,3.097,11.21,0.021,51.1,16.96,8.676,0.023,48.2,6.251,6.826,0.085,12.8,1.178,1,0,0.015,0.001,0.0,0.0,-435,41,290,51,0000,5,3000,BAAA,0000,42,42,48,48,17,17,16,17
2394,2395,0.35726,44.950286,249.25158333,36.453416667,J163700.40+362712.5,249.2516705,36.4534869,0.0415,0.0408,-0.0084,12.639,0.202,5.4,2.199,12.806,0.025,43.1,4.232,9.845,0.043,25.3,2.197,8.019,0.196,5.5,1.024,1,0,0.016,0.001,0.0,0.0,0,51,0,54,0000,5,100n,BAAB,0000,43,43,50,50,16,16,1,16
2395,2396,0.070233,109.704218,249.68525,12.324277778,J163844.46+121927.3,249.6852688,12.3242712,0.0502,0.0499,-0.0054,13.782,0.026,41.1,1.975,13.363,0.029,37.3,0.994,10.225,0.077,14.1,0.8419,7.805,0.195,5.6,0.9659,1,0,0.0,0.0,0.0,0.0,-136,82,-24,136,0000,0,000n,AAAB,0000,28,28,28,28,13,13,1,13
2396,2397,0.033277,146.659412,249.697375,12.312972222,J163847.37+121846.6,249.6973802,12.3129645,0.0409,0.0386,-0.009,12.139,0.024,46.1,11.38,12.089,0.022,50.0,3.091,11.611,0.222,4.9,1.017,8.664,,0.4,0.8885,1,0,0.0,0.0,0.0,0.0,102,55,-130,52,0000,5,00nn,AABU,0000,28,28,28,28,2,12,0,12
2397,2398,0.313859,-139.258713,250.004125,30.147555556,J164000.97+300850.9,250.0040592,30.1474895,0.0582,0.0583,-0.0118,14.214,0.027,40.1,1.44,14.118,0.038,28.6,0.8619,12.175,0.304,3.6,0.9173,8.62,,1.4,0.9917,1,0,0.016,0.0,0.0,0.0,345,112,-99,121,0000,0,11nn,AABU,0000,39,39,39,39,0,17,0,17
2398,2399,0.18716,9.993749,250.01041667,30.14625,J164002.50+300846.6,250.0104271,30.1463012,0.0513,0.05,-0.0086,13.682,0.083,13.1,3.298,13.715,0.032,33.5,1.247,12.456,,0.8,0.9802,9.235,,-1.7,1.085,1,0,0.017,0.0,0.0,0.0,70,79,-44,84,0000,1,11nn,AAUU,0000,39,39,39,39,0,17,0,17
2399,2400,0.271739,-32.976463,250.31983333,13.391777778,J164116.74+132330.6,250.3197911,13.3918411,0.0399,0.0374,-0.0089,11.369,0.023,46.5,23.22,11.418,0.021,50.9,7.539,10.822,0.107,10.2,0.842,8.236,,1.8,0.8452,1,0,0.0,0.0,0.0,0.0,78,43,-30,43,0000,5,200n,AAAU,0000,31,31,31,31,11,14,1,14
2401,2402,0.501147,36.831347,251.28295833,20.966527778,J164507.93+205759.9,251.2830477,20.9666392,0.0498,0.0778,-0.0275,13.48,0.039,27.5,1.276,12.894,0.043,25.3,0.8854,8.984,0.05,21.9,1.343,6.812,0.16,6.8,1.026,2,1,0.001,0.001,0.0,0.0,-221,47,775,56,0000,4,nnnn,AAAB,0000,28,28,28,28,12,12,6,12
2402,2403,0.939688,-137.596583,251.2835,20.965444444,J164507.99+205754.9,251.2833115,20.9652517,0.0491,0.0883,-0.026,13.59,0.043,25.5,1.276,13.001,0.046,23.6,0.8854,8.734,0.04,27.1,1.343,6.031,0.083,13.0,1.026,2,1,0.001,0.001,0.0,0.0,,,,,0000,4,nnnn,AAAA,0000,28,28,28,28,12,12,12,12
2403,2404,0.252671,85.669281,251.466625,24.3175,J164552.00+241903.0,251.4667018,24.3175053,0.0508,0.0545,-0.0243,13.183,0.027,40.8,1.752,13.11,0.032,34.1,1.002,11.565,0.282,3.8,0.9257,8.664,,-0.5,0.9568,2,1,0.0,0.0,0.0,0.0,-145,71,142,71,0000,0,nnnn,AABU,0000,32,32,32,32,1,14,0,14
2405,2406,0.485891,67.599779,251.74325,24.192416667,J164658.41+241132.8,251.7433868,24.1924681,0.0503,0.05,-0.0087,13.61,0.025,43.3,2.409,13.382,0.031,35.1,1.062,10.671,0.085,12.8,0.9839,8.252,0.261,4.2,0.878,1,0,0.0,0.0,0.0,0.0,175,100,-83,112,0000,0,000n,AAAB,0000,31,31,31,31,11,13,0,13
2406,2407,1.523305,-142.892261,251.74366667,24.192805556,J164658.41+241132.8,251.7433868,24.1924681,0.0503,0.05,-0.0087,13.61,0.025,43.3,2.409,13.382,0.031,35.1,1.062,10.671,0.085,12.8,0.9839,8.252,0.261,4.2,0.878,1,0,0.0,0.0,0.0,0.0,175,100,-83,112,0000,0,000n,AAAB,0000,31,31,31,31,11,13,0,13
2408,2409,0.089139,-75.419362,251.78775,25.273916667,J164709.05+251626.1,251.7877235,25.2739229,0.0572,0.0581,-0.008,14.195,0.027,39.8,1.413,13.993,0.037,29.1,0.9115,11.02,0.125,8.7,0.8871,8.198,0.25,4.3,0.9865,1,0,0.001,0.0,0.0,0.0,91,171,-63,175,0000,0,000n,AABB,0000,30,30,30,30,7,13,0,13
2409,2410,0.341023,166.790778,252.166125,30.020472222,J164839.87+300113.3,252.16615,30.02038,0.0401,0.0396,-0.0079,12.609,0.023,47.3,14.72,12.471,0.024,45.6,4.112,9.425,0.036,30.2,2.075,7.522,0.136,8.0,1.002,1,0,0.0,0.0,0.0,0.0,20,47,-19,49,0000,5,000n,AAAB,0000,35,35,35,35,16,16,4,16
2410,2411,1.575307,-21.269837,252.16633333,30.019972222,J164839.87+300113.3,252.16615,30.02038,0.0401,0.0396,-0.0079,12.609,0.023,47.3,14.72,12.471,0.024,45.6,4.112,9.425,0.036,30.2,2.075,7.522,0.136,8.0,1.002,1,0,0.0,0.0,0.0,0.0,20,47,-19,49,0000,5,000n,AAAB,0000,35,35,35,35,16,16,4,16
2411,2412,0.176841,-0.233988,253.09445833,30.711027778,J165222.66+304239.8,253.0944581,30.7110769,0.0384,0.0365,-0.0065,11.413,0.023,47.7,32.08,11.452,0.02,53.1,11.31,10.785,0.092,11.9,0.9945,9.107,,0.0,1.066,1,0,0.0,0.0,0.0,0.0,0,43,0,42,0000,5,000n,AAAU,0000,33,33,33,33,11,13,0,13
2413,2414,0.091958,-57.978142,253.65991667,31.376055556,J165438.37+312233.8,253.6598913,31.3760691,0.0384,0.0379,-0.0069,13.014,0.024,45.2,2.347,12.637,0.024,44.9,0.9564,8.343,0.022,48.9,1.218,5.999,0.05,21.9,1.083,1,0,0.0,0.0,0.0,0.0,82,47,9,49,hh00,0,1110,AAAA,0000,38,38,38,38,14,14,14,14
2414,2415,0.122808,-52.099342,253.66195833,31.390694444,J165438.86+312326.5,253.6619268,31.3907154,0.0515,0.0507,-0.0087,13.966,0.026,42.3,1.244,13.704,0.031,35.4,0.9061,12.054,0.301,3.6,1.052,9.061,,0.1,0.8584,1,0,0.0,0.0,0.0,0.0,-17,98,192,102,dd00,0,11nn,AABU,0000,38,38,38,38,0,13,0,14
2415,2416,0.16927,45.634244,253.85795833,25.256222222,J165525.91+251522.5,253.8579955,25.2562551,0.0389,0.038,-0.0041,12.628,0.023,46.3,15.63,12.327,0.023,47.6,3.284,9.057,0.028,38.7,2.222,6.839,0.075,14.5,1.086,1,0,0.0,0.0,0.0,0.0,26,49,-9,52,0000,5,2211,AAAA,0000,32,32,32,32,13,13,12,13
2416,2417,1.860607,-118.197407,253.86608333,25.229861111,J165527.73+251346.6,253.8655798,25.2296169,0.0847,0.0688,0.0477,13.29,0.042,25.9,3.556,13.291,0.049,22.4,1.185,11.296,0.175,6.2,0.9963,8.585,,0.1,1.025,2,1,0.0,0.0,0.0,0.0,463,62,223,60,0000,5,nnnn,AABU,0000,33,33,33,33,0,15,0,15
2417,2418,0.308669,-49.885588,254.45183333,39.544805556,J165748.41+393241.4,254.4517483,39.5448608,0.0592,0.0537,-0.0262,13.81,0.029,37.2,2.088,13.601,0.033,32.5,1.05,10.354,0.07,15.6,0.9071,8.355,0.342,3.2,1.084,2,1,0.002,0.0,0.0,0.002,238,63,-213,177,0000,0,nnnn,AAAB,0000,45,45,45,45,19,21,0,21
2418,2419,0.121848,-6.76206,254.45441667,39.524638889,J165749.05+393128.8,254.4544115,39.5246725,0.0465,0.0454,-0.0073,13.408,0.024,44.8,2.721,13.342,0.028,39.3,1.099,12.913,0.502,2.2,1.107,9.198,,0.2,0.8569,1,0,0.001,0.0,0.0,0.0,-81,63,-15,65,0000,0,00nn,AACU,0000,47,48,47,47,1,24,0,24
2419,2420,1.307415,-132.390869,255.08929167,23.128694444,J170021.36+230742.4,255.089,23.1284496,0.0582,0.0559,0.0356,13.178,0.034,32.4,3.457,12.958,0.035,30.9,1.107,8.866,0.036,30.0,1.184,5.975,0.076,14.2,0.9694,2,1,0.002,0.0,0.0,0.0,463,51,556,54,0000,1,nnnn,AAAA,0000,33,33,33,33,15,15,15,15
2420,2421,0.935959,-121.024588,255.1015,38.35175,J170024.29+382105.8,255.1012159,38.351616,0.0614,0.0549,0.0314,12.661,0.03,36.1,4.131,12.635,0.031,34.9,1.46,10.631,0.087,12.5,1.043,8.542,0.453,2.4,0.9438,3,1,0.0,0.0,0.0,0.0,234,72,282,73,0000,5,nnnn,AAAC,0000,44,44,44,44,13,18,0,18
2421,2422,1.384452,-179.501501,255.10316667,38.354305556,J170024.75+382114.1,255.1031624,38.353921,0.0397,0.0394,-0.0047,12.605,0.024,45.5,40.63,12.543,0.023,46.9,10.33,9.516,0.033,33.0,1.807,7.618,0.147,7.4,0.9777,2,0,0.0,0.0,0.0,0.0,511,45,1273,49,0000,3,320n,AAAB,0000,44,44,44,44,18,18,6,18
2422,2423,2.204648,1.833112,255.10625,23.116111111,J170025.50+230700.2,255.1062713,23.1167232,0.0531,0.0843,0.0171,13.559,0.04,27.2,2.449,13.358,0.044,24.4,0.9261,10.099,0.074,14.6,0.9473,8.476,0.496,2.2,0.8994,2,1,0.0,0.0,0.0,0.0,-54,110,-385,204,0000,4,nnnn,AAAC,0000,33,33,33,33,17,17,1,17
2423,2424,0.075709,-37.030134,255.33875,20.254861111,J170121.29+201517.5,255.3387365,20.2548779,0.0464,0.0448,0.0018,13.087,0.024,45.1,2.268,13.087,0.027,40.9,0.8693,12.24,,1.5,1.103,8.997,,-0.2,0.8002,1,0,0.0,0.0,0.0,0.0,-110,68,-178,74,0000,0,01nn,AAUU,0000,29,29,29,29,0,14,0,14
2424,2425,0.164429,-137.217114,255.37116667,20.247722222,J170129.07+201451.6,255.3711336,20.2476887,0.036,0.0351,-0.0015,12.553,0.023,46.7,10.94,12.229,0.021,50.8,2.393,8.574,0.022,48.5,1.141,6.115,0.048,22.8,0.9589,1,0,0.0,0.0,0.0,0.0,-17,49,-192,50,0000,5,1100,AAAA,0000,31,31,31,31,15,15,15,15
2425,2426,0.041865,98.848837,255.44858333,28.430888889,J170147.66+282551.1,255.4485964,28.4308871,0.0428,0.04,-0.0074,12.26,0.023,46.3,15.5,12.331,0.023,46.7,3.658,10.853,0.082,13.2,1.019,8.762,0.295,3.7,1.136,1,0,0.0,0.0,0.0,0.0,67,48,-121,50,0000,5,000n,AAAB,0000,41,41,41,41,15,21,0,21
2427,2428,0.129662,30.009168,255.73883333,33.757611111,J170257.32+334527.5,255.738855,33.7576423,0.0619,0.0627,-0.0085,14.49,0.029,37.9,1.029,14.318,0.04,26.9,0.8692,12.134,,1.2,0.9951,9.126,,-0.1,1.031,1,0,0.0,0.0,0.0,0.0,125,134,307,141,0000,0,11nn,AAUU,0000,39,39,39,39,0,14,0,14
2428,2429,0.012778,-132.787327,255.74945833,33.761611111,J170259.86+334541.7,255.7494552,33.7616087,0.0515,0.0517,-0.0074,14.092,0.026,41.0,1.223,13.561,0.03,36.3,0.8569,10.839,0.086,12.6,1.002,8.835,0.413,2.6,1.051,1,0,0.0,0.0,0.0,0.0,8,118,-165,118,0000,0,000n,AAAC,0000,40,40,40,40,11,15,0,15
2429,2430,1.795566,-179.439274,255.78570833,33.200444444,J170308.56+331159.8,255.7857025,33.1999457,0.0527,0.0703,0.0272,13.503,0.032,34.3,2.18,13.292,0.036,30.4,1.014,10.451,0.079,13.8,0.9593,8.567,0.422,2.6,1.035,2,1,0.0,0.0,0.0,0.0,506,89,917,89,0000,4,nnnn,AAAC,0000,37,37,37,37,14,18,0,18
2430,2431,0.149819,47.777388,255.79491667,33.206583333,J170310.78+331223.8,255.7949535,33.2066113,0.0527,0.0514,-0.0063,13.917,0.026,42.3,1.959,13.745,0.032,34.3,0.9528,12.253,0.298,3.6,0.9701,9.279,,0.2,1.086,1,0,0.0,0.0,0.0,0.0,107,92,-195,99,0000,0,00nn,AABU,0000,37,37,37,37,1,18,0,18
2431,2432,1.548975,76.0857,255.922,24.860583333,J170341.39+245138.4,255.9224603,24.8606868,0.0613,0.0624,0.039,12.949,0.035,31.4,4.102,12.768,0.037,29.6,1.316,9.389,0.05,21.6,1.025,7.065,0.16,6.8,0.9203,2,1,0.0,0.0,0.0,0.0,103,47,140,50,0000,5,nnnn,AAAB,0000,32,32,32,32,13,13,3,13
2432,2433,1.791465,-142.829815,255.92279167,24.861083333,J170341.39+245138.4,255.9224603,24.8606868,0.0613,0.0624,0.039,12.949,0.035,31.4,4.102,12.768,0.037,29.6,1.316,9.389,0.05,21.6,1.025,7.065,0.16,6.8,0.9203,2,1,0.0,0.0,0.0,0.0,103,47,140,50,0000,5,nnnn,AAAB,0000,32,32,32,32,13,13,3,13
