index,cntr_01,dist_x,pang_x,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
2275,2276,1.618195,78.011422,241.90516667,45.065333333,J160737.38+450355.5,241.9057892,45.0654267,0.0345,0.0338,-0.0062,11.429,0.022,48.8,52.09,11.333,0.021,52.9,19.47,8.723,0.023,47.5,4.944,6.675,0.054,19.9,1.106,1,0,0.0,0.0,0.0,0.0,0,50,0,39,0000,5,3100,AAAA,0000,62,62,62,62,48,48,48,48
2276,2277,,,241.90725,45.065333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,2278,0.077136,-29.523188,241.942875,25.520055556,J160746.28+253112.2,241.9428633,25.5200742,0.0755,0.0793,0.0101,15.021,0.032,34.1,1.135,14.971,0.065,16.7,0.9105,12.268,,0.8,0.8877,9.038,,-0.5,1.076,1,0,0.0,0.0,0.0,0.0,215,217,449,238,0000,0,00nn,AAUU,0000,33,33,23,33,0,15,0,15
2278,2279,0.147087,-152.986691,241.94466667,25.5375,J160746.71+253214.8,241.9446461,25.5374636,0.0366,0.0357,-0.0052,12.942,0.023,46.3,1.852,11.923,0.021,51.2,1.012,8.843,0.026,42.1,1.082,6.601,0.074,14.6,0.885,1,0,0.0,0.0,0.0,0.0,-89,46,-65,48,0000,0,1111,AAAA,0000,32,32,32,32,15,15,15,15
2279,2280,0.213088,72.024857,242.11845833,18.775833333,J160828.44+184633.0,242.1185178,18.7758516,0.0387,0.0373,-0.0086,12.175,0.022,49.4,9.286,12.113,0.023,47.9,2.786,9.354,0.035,30.9,1.142,7.554,0.13,8.4,1.026,1,0,0.001,0.0,0.0,0.0,-102,47,92,47,h000,5,0000,AAAB,0000,29,29,29,29,13,13,6,13
2280,2281,0.25446,-108.494928,242.126875,18.775222222,J160830.43+184630.7,242.1268042,18.7751998,0.0541,0.0538,-0.0115,13.969,0.025,42.8,2.258,13.837,0.036,30.5,1.073,11.623,0.206,5.3,0.9258,8.764,,0.4,1.033,1,0,0.0,0.0,0.0,0.0,170,126,250,130,dd00,0,00nn,AABU,0000,29,29,29,29,2,13,0,13
2281,2282,0.07108,-39.660973,242.35704167,18.216,J160925.68+181257.6,242.3570284,18.2160152,0.0449,0.0437,-0.0106,13.009,0.023,46.2,2.772,13.015,0.026,41.6,1.098,11.863,,2.0,0.8779,9.248,,0.0,0.8914,1,0,0.0,0.0,0.0,0.0,130,64,-47,66,0000,0,11nn,AAUU,0000,32,32,32,32,0,16,0,16
2282,2283,0.289397,-87.789948,242.37254167,18.2165,J160929.38+181259.4,242.3724571,18.2165031,0.0587,0.0527,-0.0155,13.807,0.028,39.2,1.716,13.605,0.034,31.9,1.08,10.172,0.058,18.8,1.012,7.374,0.148,7.3,0.9789,2,1,0.006,0.0,0.0,0.0,1036,292,-62,1318,0000,0,nnnn,AAAB,0000,32,32,32,32,16,16,4,16
2283,2284,2.454822,85.094272,242.388375,28.516138889,J160933.39+283058.3,242.3891482,28.5161972,0.034,0.0328,0.0015,12.111,0.024,46.2,1.634,11.163,0.021,51.0,0.9346,7.837,0.019,56.0,1.18,4.649,0.029,37.9,0.8026,1,0,0.001,0.0,0.0,0.0,-165,37,-19,38,0000,0,2211,AAAA,0000,34,34,34,34,15,15,15,15
2284,2285,0.210468,-115.340543,242.38920833,28.516222222,J160933.39+283058.3,242.3891482,28.5161972,0.034,0.0328,0.0015,12.111,0.024,46.2,1.634,11.163,0.021,51.0,0.9346,7.837,0.019,56.0,1.18,4.649,0.029,37.9,0.8026,1,0,0.001,0.0,0.0,0.0,-165,37,-19,38,0000,0,2211,AAAA,0000,34,34,34,34,15,15,15,15
2285,2286,0.118937,106.228953,242.465875,25.686583333,J160951.81+254111.6,242.4659102,25.6865741,0.0395,0.0379,-0.0081,11.503,0.023,46.2,21.78,11.546,0.022,50.2,7.405,10.27,0.059,18.5,1.043,8.667,0.294,3.7,0.8681,1,0,0.0,0.001,0.0,0.0,53,51,16,52,0000,5,011n,AAAB,0000,33,33,33,33,16,16,1,16
2286,2287,0.094401,-60.419858,242.4695,25.660805556,J160952.67+253938.9,242.4694747,25.6608185,0.0407,0.0396,-0.0081,12.336,0.024,45.8,19.39,12.332,0.023,47.8,4.761,10.038,0.058,18.7,1.397,8.105,0.201,5.4,0.9121,1,0,0.001,0.0,0.0,0.0,-19,100,80,86,0000,5,100n,AAAB,0000,35,35,35,35,17,17,1,17
2287,2288,,,242.53679167,0.76969444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,2289,0.044131,-24.239946,242.55033333,0.78372222222,J161012.07+004701.4,242.5503283,0.7837334,0.0396,0.0389,-0.0036,11.688,0.024,46.1,17.68,11.72,0.022,50.3,4.97,10.656,0.106,10.2,0.9768,8.247,,1.2,0.9344,1,0,0.0,0.002,0.0,0.0,44,50,-160,52,0000,5,000n,AAAU,0000,23,23,23,23,8,11,0,11
2290,2291,0.673526,-14.592292,242.66625,4.7806944444,J161039.88+044651.1,242.6662027,4.7808755,0.0909,0.0982,0.0039,15.316,0.037,29.2,1.07,15.267,0.084,13.0,0.9422,11.668,0.251,4.3,0.8541,8.276,,1.7,0.8393,1,0,0.005,0.0,0.0,0.0,160,330,42,361,0000,0,0nnn,AABU,0000,34,34,11,33,0,11,0,11
2291,2292,0.15424,-68.375791,242.94229167,31.407861111,J161146.13+312428.3,242.942245,31.4078769,0.0493,0.0501,-0.0101,13.887,0.025,42.7,2.263,13.592,0.031,34.6,1.02,10.096,0.051,21.4,0.9433,8.477,0.273,4.0,1.077,1,0,0.0,0.0,0.0,0.0,-58,76,59,404,0000,0,011n,AAAB,0000,36,36,36,36,18,18,0,18
2292,2293,1.268892,158.022152,242.94520833,31.414055556,J161146.88+312449.4,242.9453629,31.4137287,0.0541,0.0754,-0.0319,13.463,0.034,31.5,2.705,13.369,0.038,28.6,1.067,12.273,0.392,2.8,0.9125,8.429,,0.5,0.9086,2,1,0.0,0.0,0.0,0.0,23,62,38,68,0000,4,nnnn,AACU,0000,36,36,36,36,0,18,0,18
2293,2294,0.362591,60.214272,243.248875,29.963916667,J161259.75+295750.2,243.2489759,29.9639667,0.0662,0.0622,-0.0219,14.166,0.03,36.5,1.278,14.006,0.037,29.1,0.976,10.74,0.099,10.9,0.9439,8.038,,1.6,0.8796,2,1,0.002,0.0,0.0,0.0,,,,,0000,0,nnnn,AAAU,0000,36,36,37,37,12,16,0,16
2294,2295,0.945017,176.998037,243.26808333,29.953444444,J161304.34+295711.4,243.2680992,29.9531823,0.052,0.0922,-0.0018,13.109,0.04,27.0,2.141,13.105,0.044,24.9,1.031,11.961,0.361,3.0,0.8644,8.387,,0.8,0.9948,2,1,0.0,0.0,0.0,0.0,37,58,170,64,0000,0,nnnn,AACU,0000,34,34,34,34,0,15,0,15
2295,2296,0.156194,119.469043,243.28454167,20.896944444,J161308.29+205348.9,243.2845821,20.8969231,0.0744,0.0791,0.0095,14.895,0.034,32.4,1.189,14.684,0.051,21.1,0.9054,11.457,0.157,6.9,0.935,9.259,,-0.2,1.035,1,0,0.005,0.001,0.0,0.006,-141,243,-507,252,0000,0,11nn,AABU,0000,33,33,31,33,2,15,0,15
2297,2298,0.210821,163.596662,243.54829167,6.1510277778,J161411.59+060903.4,243.5483083,6.1509716,0.0415,0.0409,-0.0089,12.13,0.023,47.0,18.13,12.161,0.023,46.4,4.125,11.126,0.149,7.3,0.8838,8.494,,0.3,1.083,1,0,0.0,0.0,0.0,0.0,20,51,-19,53,0000,5,10nn,AABU,0000,28,28,28,28,4,11,0,11
2298,2299,0.0291,169.3681,243.5715,6.1594444444,J161417.16+060933.9,243.5715015,6.1594365,0.0388,0.0384,-0.0065,11.956,0.023,47.7,14.6,11.96,0.023,48.2,3.999,9.343,0.039,27.6,1.665,7.937,0.199,5.5,1.017,1,0,0.002,0.0,0.0,0.0,-108,70,160,65,0000,5,100n,AAAB,0000,28,28,28,28,11,11,2,11
2299,2300,0.259774,71.905936,243.76866667,25.244388889,J161504.49+251439.8,243.7687425,25.2444113,0.0543,0.0556,0.0069,14.414,0.027,40.0,1.764,14.057,0.037,29.5,0.8844,9.735,0.044,24.7,1.06,7.094,0.089,12.2,1.045,1,0,0.011,0.0,0.0,0.0,77,94,-31,104,0000,0,0110,AAAA,0000,33,33,33,33,13,13,12,13
2300,2301,0.053239,-107.038869,243.77420833,25.252333333,J161505.80+251508.3,243.7741927,25.252329,0.0512,0.052,0.0015,14.006,0.026,41.3,2.179,13.691,0.032,33.9,1.053,10.024,0.053,20.6,1.155,7.931,0.208,5.2,1.116,1,0,0.009,0.0,0.0,0.0,136,83,23,91,0000,0,000n,AAAB,0000,32,32,32,32,13,13,2,13
2301,2302,1.793021,38.078757,243.80054167,21.136444444,J161512.20+210812.6,243.800871,21.1368365,0.0655,0.0667,0.0442,12.611,0.044,24.8,1.899,12.45,0.046,23.4,1.033,9.032,0.055,19.8,1.045,7.494,0.232,4.7,1.037,2,1,0.001,0.0,0.0,0.0,22,40,-1,42,0000,4,nnnn,AAAB,0000,31,31,30,30,14,14,1,14
2303,2304,0.119562,-0.306103,243.86525,27.481388889,J161527.65+272853.1,243.8652498,27.4814221,0.0624,0.0634,-0.0105,14.383,0.028,39.1,1.444,14.325,0.044,24.8,1.011,12.083,0.325,3.3,0.8451,9.043,,-0.7,0.9133,1,0,0.0,0.0,0.0,0.003,98,139,-51,150,h000,0,00nn,AABU,0000,34,34,34,34,1,14,0,14
2304,2305,0.324121,24.879973,243.868625,27.489722222,J161528.48+272923.2,243.8686677,27.4898039,0.0493,0.0481,-0.0088,13.573,0.025,44.2,2.153,13.355,0.029,37.5,1.03,11.158,0.132,8.2,0.9972,8.921,,0.4,1.011,1,0,0.001,0.0,0.0,0.0,-83,96,4,101,h000,0,11nn,AABU,0000,35,35,35,35,4,14,0,14
2305,2306,2.047004,116.056399,243.94495833,13.650166667,J161546.91+133859.7,243.945484,13.6499169,0.0766,0.0668,-0.0398,13.804,0.04,27.3,1.577,13.597,0.044,24.4,0.9907,10.34,0.088,12.3,1.016,7.897,,1.9,1.019,2,1,0.0,0.0,0.0,0.0,-551,63,490,63,0000,4,nnnn,AAAU,0000,39,39,39,39,13,15,0,15
2306,2307,0.222486,-116.30658,243.94770833,37.286888889,J161547.43+371712.7,243.9476387,37.2868615,0.0439,0.0447,-0.0051,13.537,0.024,44.8,4.175,13.262,0.029,37.4,1.191,9.227,0.032,33.8,1.239,7.034,0.073,14.9,1.052,1,0,0.001,0.0,0.0,0.0,129,58,-48,61,0000,1,0000,AAAA,0000,41,41,41,41,18,18,17,18
2307,2308,0.051184,103.69719,243.94958333,38.565166667,J161547.90+383354.5,243.949601,38.5651633,0.0563,0.057,-0.0082,14.207,0.026,42.0,1.302,14.138,0.04,26.9,0.8849,12.392,,2.0,0.945,8.978,,1.1,1.037,1,0,0.0,0.0,0.0,0.0,-34,99,-134,107,dd00,0,00nn,AAUU,0000,42,42,42,42,0,30,0,30
2308,2309,0.189992,49.670346,243.94970833,38.581444444,J161547.94+383453.3,243.9497598,38.5814786,0.0392,0.0378,-0.0064,11.828,0.023,48.2,24.07,11.848,0.022,50.2,6.44,10.223,0.05,21.7,1.18,8.731,0.327,3.3,0.9038,1,0,0.0,0.0,0.0,0.0,329,41,318,42,0000,5,011n,AAAB,0000,43,43,43,43,31,31,0,31
2309,2310,0.100036,119.171501,243.95,37.295944444,J161548.00+371745.3,243.9500305,37.2959309,0.0442,0.0438,-0.0084,13.024,0.024,45.6,5.513,12.967,0.025,43.3,1.415,11.257,0.127,8.5,1.079,9.379,0.525,2.1,1.127,1,0,0.0,0.0,0.0,0.0,1,62,-138,66,0000,5,00nn,AABC,0000,42,42,42,42,4,18,0,18
2310,2311,0.743866,-113.448251,243.95591667,13.638972222,J161549.37+133820.0,243.9557216,13.63889,0.0544,0.0493,0.018,13.383,0.026,42.3,4.752,13.252,0.03,35.6,1.48,10.215,0.076,14.4,1.03,8.211,0.301,3.6,0.9114,2,1,0.003,0.0,0.0,0.0,206,60,436,268,0000,5,nnnn,AAAB,0000,39,39,39,39,15,16,1,16
2311,2312,1.832354,151.263388,243.980125,15.2965,J161555.29+151745.7,243.9803787,15.2960537,0.0303,0.0299,-0.0043,11.388,0.023,46.5,10.24,11.151,0.02,54.6,3.133,7.014,0.016,69.3,1.151,4.3,0.021,50.7,0.8375,1,0,0.002,0.002,0.0,0.0,54,32,-9,32,0000,5,0000,AAAA,0000,43,43,43,43,14,14,14,14
2312,2313,0.167572,110.731922,243.99466667,15.299527778,J161558.73+151758.2,243.9947118,15.2995113,0.0505,0.0505,0.0052,13.907,0.025,42.6,1.428,13.794,0.033,32.8,0.8521,10.323,0.064,17.0,0.8433,7.722,0.154,7.1,1.005,1,0,0.001,0.002,0.0,0.0,41,76,-189,84,0000,0,110n,AAAB,0000,42,42,42,42,14,14,4,14
2313,2314,0.135347,-162.952611,244.14683333,18.659694444,J161635.23+183934.7,244.1468217,18.6596585,0.0443,0.045,-0.0042,13.641,0.025,42.6,0.9949,13.327,0.029,37.3,0.8836,9.054,0.029,36.9,0.9365,6.13,0.047,23.2,0.94,1,0,0.001,0.002,0.0,0.0,22,65,16,70,0000,0,1100,AAAA,0000,34,34,34,34,14,14,14,14
2314,2315,0.06068,-70.79565,244.15125,18.652555556,J161636.29+183909.2,244.1512332,18.6525611,0.0559,0.0613,-0.0072,13.881,0.028,39.0,1.34,13.792,0.034,31.6,0.8851,12.538,0.482,2.3,0.9606,8.742,,0.9,1.023,2,1,0.001,0.0,0.0,0.0,,,,,0000,0,nnnn,AACU,0000,35,35,35,35,0,14,0,14
2315,2316,0.114519,-14.159648,244.17154167,26.117555556,J161641.16+260703.3,244.171533,26.1175864,0.0429,0.0411,-0.0083,12.467,0.024,45.8,8.119,12.482,0.023,46.5,2.006,11.36,0.144,7.5,0.8767,8.897,,0.7,0.958,1,0,0.0,0.0,0.0,0.0,43,56,-101,56,0000,5,11nn,AABU,0000,34,34,34,34,3,17,0,18
2316,2317,0.521622,-107.756427,244.199875,26.129138889,J161647.93+260744.7,244.1997213,26.1290947,0.052,0.0514,-0.0066,13.778,0.026,41.6,3.042,13.605,0.031,34.7,1.177,10.885,0.09,12.1,1.019,9.021,,-0.1,0.8429,1,0,0.0,0.0,0.0,0.0,254,213,-106,144,0000,1,000n,AAAU,0000,34,34,34,34,11,16,0,16
2317,2318,0.589873,-87.209218,244.28704167,22.439972222,J161708.84+222623.9,244.2868646,22.4399802,0.0645,0.1142,0.0512,13.647,0.061,17.8,2.33,12.99,0.074,14.6,0.966,8.571,0.053,20.6,1.238,5.261,0.078,13.9,0.9652,2,1,0.014,0.0,0.0,0.0,,,,,0000,4,nnnn,AAAA,0000,35,35,35,35,13,13,14,14
2318,2319,0.242013,-11.445779,244.28733333,22.441111111,J161708.95+222628.2,244.2873189,22.441177,0.0433,0.0583,0.0272,12.828,0.037,29.4,2.33,11.704,0.032,33.6,0.966,8.095,0.037,29.5,1.238,5.237,0.076,14.3,0.9652,2,1,0.014,0.0,0.0,0.0,-68,35,-8,38,0000,4,nnnn,AAAA,0000,35,35,35,35,13,13,14,14
2319,2320,0.206112,17.913249,244.35679167,35.135722222,J161725.63+350808.7,244.3568132,35.1357767,0.0397,0.0381,-0.0092,11.672,0.023,46.8,30.42,11.711,0.022,49.5,9.762,10.186,0.057,19.2,1.203,8.617,0.315,3.5,0.9344,1,0,0.001,0.0,0.0,0.0,-116,51,118,48,0000,5,110n,AAAB,0000,44,44,44,44,19,19,1,19
2320,2321,0.13026,28.532044,244.39829167,35.134111111,J161735.59+350802.9,244.3983128,35.1341429,0.0391,0.0377,-0.0071,11.648,0.023,47.3,18.27,11.676,0.021,50.8,5.73,10.365,0.063,17.2,0.9506,9.223,,0.0,0.997,1,0,0.0,0.0,0.0,0.0,54,43,-11,41,0000,5,000n,AAAU,0000,41,41,41,41,17,18,0,18
2321,2322,0.119013,149.06164,244.46079167,40.142055556,J161750.59+400831.2,244.4608139,40.1420272,0.0422,0.0452,0.0207,12.991,0.027,40.8,2.668,12.588,0.028,39.0,1.116,8.022,0.023,46.7,1.107,4.978,0.037,29.0,0.9304,2,1,0.0,0.0,0.0,0.0,,,,,dd00,0,nnnn,AAAA,0000,45,45,45,45,36,36,37,37
2322,2323,0.589626,102.474208,244.462375,40.143777778,J161751.02+400837.4,244.4625842,40.1437424,0.0363,0.0367,0.0156,12.655,0.025,43.0,2.668,12.06,0.023,46.6,1.116,7.742,0.019,57.8,1.107,4.958,0.035,30.8,0.9304,2,1,0.0,0.0,0.0,0.0,-28,37,225,39,d000,0,nnnn,AAAA,0000,45,45,45,45,36,36,37,37
2323,2324,2.321863,-123.087622,244.48041667,35.6225,J161755.14+353719.7,244.4797519,35.6221479,0.0531,0.0577,0.0335,12.837,0.032,33.5,2.855,12.434,0.035,30.9,1.312,8.315,0.034,31.9,1.305,6.416,0.083,13.1,1.039,2,1,0.001,0.0,0.0,0.0,,,,,0000,4,nnnn,AAAA,0000,40,40,40,40,19,19,18,19
2324,2325,1.866457,69.591788,244.48445833,35.634111111,J161756.41+353803.4,244.4850562,35.6342919,0.0716,0.0564,0.0313,13.659,0.036,29.9,3.323,13.497,0.042,25.9,1.179,9.669,0.05,21.8,0.9961,7.658,0.226,4.8,0.947,2,1,0.001,0.0,0.0,0.0,-309,54,-40,55,0000,5,nnnn,AAAB,0000,40,40,40,40,19,19,0,19
2325,2326,0.14902,16.612229,244.503125,25.393083333,J161800.75+252335.2,244.5031381,25.393123,0.0466,0.0458,-0.005,13.136,0.025,44.1,5.481,12.99,0.026,41.1,1.5,12.184,0.347,3.1,0.8968,8.882,,0.5,0.8342,1,0,0.001,0.0,0.0,0.0,0,74,0,73,0000,1,01nn,AABU,0000,35,35,35,35,1,15,0,15
2326,2327,0.283013,-86.540047,244.50691667,25.397305556,J161801.63+252350.3,244.5068298,25.3973103,0.0424,0.0415,-0.0061,12.939,0.023,46.8,6.493,12.744,0.025,43.3,1.604,9.864,0.047,23.1,1.051,7.53,0.115,9.4,0.9771,1,0,0.0,0.001,0.0,0.0,87,52,-107,55,0000,5,110n,AAAB,0000,35,35,35,35,15,15,5,15
2327,2328,0.292057,-14.5266,244.55854167,12.788916667,J161814.04+124720.3,244.5585208,12.7889952,0.0424,0.0404,-0.0052,12.326,0.023,47.9,11.42,12.371,0.024,45.3,2.457,11.604,0.208,5.2,0.99,8.747,,0.8,0.834,1,0,0.003,0.001,0.0,0.0,0,49,0,51,0000,5,00nn,AABU,0000,36,36,36,36,2,14,0,14
2328,2329,1.900199,-18.097012,244.56170833,12.793277778,J161814.76+124737.6,244.5615402,12.7937795,0.0419,0.0412,-0.0075,12.475,0.023,47.8,32.14,12.429,0.024,44.7,6.912,10.182,0.062,17.5,1.019,8.663,0.426,2.5,0.8913,1,0,0.001,0.0,0.0,0.0,-52,61,-355,65,0000,5,110n,AAAC,0000,36,36,35,35,14,14,0,14
2329,2330,0.493405,-66.214102,244.564375,15.099472222,J161815.41+150558.2,244.5642451,15.0995275,0.0445,0.0396,-0.0211,12.489,0.026,41.5,2.536,11.853,0.025,43.0,1.049,8.437,0.029,38.0,0.9527,6.333,0.09,12.1,1.02,2,1,0.003,0.001,0.0,0.0,322,40,-238,41,0000,4,nnnn,AAAA,0000,34,34,34,34,14,14,14,14
2330,2331,0.128538,-43.44713,244.57595833,15.111527778,J161818.22+150641.5,244.5759329,15.1115537,0.0619,0.0631,-0.0114,14.501,0.028,38.8,1.101,14.405,0.043,25.5,0.8404,12.141,,1.3,0.9889,8.768,,0.4,0.827,1,0,0.001,0.0,0.0,0.0,106,138,-127,150,0000,0,00nn,AAUU,0000,37,37,37,37,0,15,0,15
2331,2332,0.153435,10.051006,244.591625,42.568083333,J161821.99+423405.2,244.5916351,42.5681253,0.0406,0.0391,-0.0072,12.58,0.023,47.5,14.91,12.581,0.023,48.1,3.226,10.48,0.049,22.3,1.18,8.714,0.212,5.1,0.9418,1,0,0.0,0.0,0.0,0.0,208,43,248,45,0000,5,111n,AAAB,0000,60,60,60,60,55,56,2,56
2332,2333,0.990143,-145.540559,244.60816667,42.555777778,J161825.90+423319.9,244.6079554,42.555551,0.0567,0.0762,0.0373,13.522,0.037,29.3,2.037,13.475,0.041,26.6,0.931,11.395,0.117,9.3,0.9237,8.768,,0.9,0.9951,2,1,0.0,0.0,0.0,0.0,111,51,75,55,0000,0,nnnn,AABU,0000,61,61,61,61,10,57,0,57
2333,2334,0.171248,162.902372,245.11483333,36.361166667,J162027.56+362140.0,245.1148507,36.3611212,0.0598,0.0599,-0.006,14.345,0.027,39.9,1.45,14.314,0.041,26.5,0.992,12.378,,0.6,0.9391,9.141,,-1.0,1.11,1,0,0.0,0.0,0.0,0.0,-222,115,-165,123,0000,0,00nn,AAUU,0000,39,39,39,39,0,16,0,16
2334,2335,0.132059,114.861003,245.15304167,36.365722222,J162036.73+362156.5,245.153083,36.3657068,0.0494,0.0487,-0.009,13.447,0.025,44.1,7.431,13.469,0.03,36.1,1.52,12.386,0.352,3.1,0.9402,9.137,,-1.2,0.9215,1,0,0.001,0.0,0.0,0.0,104,72,38,77,hh00,5,00nn,AABU,0000,39,39,39,39,1,16,0,16
2335,2336,0.12683,110.955526,245.22991667,26.0905,J162055.18+260525.7,245.2299533,26.0904874,0.0458,0.0452,-0.0099,13.146,0.076,14.3,2.813,13.115,0.028,38.7,1.206,12.556,0.459,2.4,0.911,8.852,,0.5,1.01,1,0,0.018,0.001,0.0,0.0,-10,65,-54,68,0000,0,00nn,AACU,0000,34,34,34,34,0,14,0,14
2336,2337,0.103829,-100.611517,245.23216667,26.098361111,J162055.71+260554.0,245.2321351,26.0983558,0.043,0.0426,-0.0067,13.499,0.025,42.8,1.172,12.885,0.025,43.2,0.974,9.29,0.032,33.6,1.02,6.573,0.061,17.7,1.052,1,0,0.017,0.001,0.0,0.0,-123,62,-78,66,0000,0,0000,AAAA,0000,34,34,34,34,14,14,14,14
2337,2338,0.246505,136.754313,245.26758333,21.340527778,J162104.23+212025.7,245.2676337,21.3404779,0.0374,0.0356,-0.0083,11.396,0.232,4.7,2.058,11.801,0.021,50.6,5.956,10.491,0.076,14.4,0.8479,8.48,0.318,3.4,0.9149,1,0,0.015,0.0,0.0,0.0,-27,43,-163,46,0000,5,411n,BAAB,0000,44,44,49,49,16,16,1,17
2338,2339,0.193203,-158.92557,245.27025,0.87802777778,J162104.85+005240.7,245.2702307,0.8779777,0.0491,0.0482,-0.005,13.263,0.025,43.4,8.805,13.195,0.029,37.1,1.895,10.347,0.082,13.3,0.9818,7.606,0.157,6.9,0.9086,2,0,0.0,0.0,0.0,0.0,189,109,162,112,0000,1,110n,AAAB,0000,25,25,25,25,11,11,3,11
2339,2340,0.121693,-23.166374,245.271,0.89747222222,J162105.03+005351.0,245.2709867,0.8975033,0.0424,0.0413,-0.0067,12.372,0.024,45.9,10.1,12.402,0.023,46.7,2.483,10.975,0.138,7.9,1.02,8.15,,1.6,0.8292,1,0,0.0,0.0,0.0,0.0,30,57,46,60,0000,5,00nn,AABU,0000,25,25,25,25,3,11,0,11
2340,2341,0.222263,-70.836836,245.29625,21.313083333,J162111.08+211847.1,245.2961874,21.3131036,0.0427,0.0418,-0.0063,13.033,0.127,8.5,1.305,12.98,0.025,43.8,1.334,10.542,0.077,14.1,0.9297,8.415,0.26,4.2,1.041,1,0,0.02,0.0,0.0,0.0,0,94,0,75,0000,0,000n,BAAB,0000,46,46,46,46,14,15,0,15
2341,2342,2.651689,-16.948333,245.48541667,25.686361111,J162156.44+254113.4,245.4851784,25.6870657,0.0618,0.0632,-0.0154,13.798,0.033,32.9,17.94,13.525,0.033,33.1,5.326,10.743,0.092,11.8,1.256,8.694,0.429,2.5,0.8972,3,0,0.002,0.001,0.0,0.0,1532,92,-2946,103,0000,1,630n,AAAC,0000,31,31,31,31,9,13,1,13
2342,2343,0.244403,-121.406459,245.48775,25.691527778,J162157.04+254129.3,245.4876857,25.6914924,0.0561,0.0573,0.0105,13.732,0.028,38.9,3.083,13.685,0.033,32.5,1.075,11.962,0.283,3.8,0.9608,9.052,,-0.5,0.8594,3,0,0.002,0.001,0.0,0.0,-11,98,48,102,0000,1,00nn,AABU,0000,31,31,31,31,1,13,0,13
2343,2344,1.155287,164.077045,245.585875,14.65225,J162220.63+143906.9,245.585966,14.6519414,0.0545,0.0855,-0.0323,13.597,0.04,26.9,1.374,13.417,0.043,25.1,0.9364,9.865,0.061,17.7,1.062,6.783,0.13,8.3,0.9569,2,1,0.009,0.0,0.0,0.0,-123,166,183,149,0000,0,nnnn,AAAB,0000,27,27,27,27,15,15,8,15
2344,2345,0.373141,133.641239,245.58654167,14.660083333,J162220.78+143936.0,245.5866192,14.6600118,0.0585,0.0608,-0.0053,13.999,0.028,38.5,2.426,13.954,0.04,27.4,1.007,12.611,0.449,2.4,0.9481,9.017,,-0.3,0.9902,1,0,0.006,0.0,0.0,0.0,-163,115,103,125,0000,0,00nn,AACU,0000,27,27,27,27,0,15,0,15
2345,2346,0.300581,27.308834,245.735375,37.982861111,J162256.50+375858.5,245.7354236,37.9829353,0.0413,0.0415,0.0128,12.275,0.023,46.6,4.385,12.333,0.024,45.5,1.33,10.462,0.076,14.2,0.9103,8.84,,0.4,0.9724,2,1,0.001,0.0,0.0,0.0,14,59,-18,56,0000,5,nnnn,AAAU,0000,40,40,40,40,15,17,0,17
2346,2347,0.157512,73.990935,245.74866667,37.949083333,J162259.69+375656.7,245.74872,37.9490954,0.0389,0.0383,-0.0089,11.767,0.023,47.3,36.34,11.892,0.022,50.4,10.19,10.459,0.065,16.8,1.138,8.458,0.262,4.1,0.9312,1,0,0.001,0.0,0.0,0.0,-86,55,-142,56,0000,5,000n,AAAB,0000,38,38,38,38,14,16,1,16
2347,2348,0.408456,57.822602,245.84279167,24.851777778,J162322.29+245106.6,245.8428975,24.8518382,0.0566,0.0511,0.0267,13.122,0.029,37.1,2.0,13.096,0.032,33.8,1.108,12.224,,0.9,1.009,8.778,,-1.2,1.006,2,1,0.003,0.0,0.0,0.004,106,60,-66,61,0000,4,nnnn,AAUU,0000,38,38,38,38,0,15,0,15
2348,2349,0.153527,-157.305167,245.85795833,24.853194444,J162325.90+245111.3,245.8579402,24.8531551,0.0556,0.057,-0.0088,14.301,0.027,39.7,0.9089,14.145,0.035,30.6,1.042,10.314,0.065,16.7,0.9293,8.871,0.44,2.5,0.9233,1,0,0.001,0.0,0.0,0.0,28,116,-78,453,0000,0,220n,AAAC,0000,40,40,40,40,15,15,0,16
2349,2350,2.347882,-131.908084,245.872375,8.8362222222,J162329.25+085008.8,245.8718838,8.8357866,0.0812,0.0783,0.0461,14.012,0.039,27.9,1.467,13.774,0.048,22.6,0.9263,10.495,0.102,10.7,0.9258,7.898,,1.7,0.9438,2,1,0.0,0.0,0.0,0.0,991,278,903,222,0000,4,nnnn,AAAU,0000,30,30,30,30,10,14,0,14
2350,2351,0.309362,-113.888749,245.88216667,30.68725,J162331.69+304113.9,245.8820753,30.6872152,0.0403,0.0394,-0.0064,12.414,0.195,5.6,7.7,12.589,0.025,44.3,7.374,9.492,0.038,28.4,2.86,7.564,0.12,9.0,1.121,1,0,0.012,0.001,0.0,0.0,-83,49,-349,50,ddd0,5,200n,BAAB,0000,38,38,38,38,15,15,3,15
